Mult_Handles,Rank,First,MI,Nickname,Last,Suffix,Retired,Service,user_name,user_id,user_description,Professional.nonmil,Professional.mil,Ac_TT,Politician,Private,female,reservist,job,Notes,LI.Handle,Tw.in.LI,Linkedin,Accusation,Reference,
NA,MG,JAY,H.,,LINDELL,,1/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jaylindell?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BNBosdOOIRhOCDOoIgwXbQQ%3D%3D,,,
NA,BG,WALTER,J.,,LINDSLEY,,9/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/waltlindsley?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BbmNSi%2BjkRrWgRQzgJPbhpw%3D%3D,,,
NA,LTG,BRUCE,A.,,LITCHFIELD,,8/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/bruce-litchfield-154888b3?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BFxB%2F%2F33wTkymV8Kh18Cj%2Fw%3D%3D,,,
NA,MG,MARK,L.,,LOEBEN,,9/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mark-loeben-363b4847?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BQi16fPUsTyOIogdqx0er0g%3D%3D,,,
NA,LTG,JEFFREY,G.,,LOFGREN,,12/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jeff-lofgren?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BtUleULeyQMmPsBAwNhJAWw%3D%3D,,,
NA,MG,THOMAS,J.,,LOFTUS,,9/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,WILLIAM,T.,,LORD,,8/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/bill-lord-70b98169?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BKd%2FGdF8BTqeu%2BcwTTwi55w%3D%3D,,,
NA,GEN,STEPHEN,R.,,LORENZ,,1/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/steve-lorenz-b4a00931?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BEBNOW24iQd6i6LllIxVyDQ%3D%3D,,,
NA,MG,ALBERT,V.,,LUPENSKI,,5/1/2021,Air Force,alupenski,,,0,0,0,0,0,0,1,pilot,,,,https://www.linkedin.com/in/al-lupenski-8ab66a50?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BTtDjjT%2FLTROQ%2B3V%2Bvsr0NQ%3D%3D,,,
NA,BG,ROBERT,K.,,LYMAN,,2/1/2022,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/rob-lyman?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BtCw6IHPlTQSkaThgI3Zlzg%3D%3D,,,
NA,MG,CHARLES,W.,,LYON,,9/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/charlie-l-42990043?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3By%2FXH6EdmTkqhAc7kRCF9ww%3D%3D,,,
NA,MG,VINCENT,,,MANCUSO,,6/28/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/vmancuso?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BABV2wNpNROmaVbbUR4VVUQ%3D%3D,,,
NA,MG,O.G.,,,MANNON,,11/28/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/o-g-mannon-82741033?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BHMAu2OHxSdqi2zKmFu6CXg%3D%3D,,,
NA,BG,LINDA,S.,,MARCHIONE,,2/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/linda-s-marchione-a7a32a13?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B%2BEbBXam6SiGBJ1gu8w6jtw%3D%3D,,,
NA,BG,ROBERT,J.,,MARKS,,11/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,JAMES,R.,,MARRS,,1/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jim-marrs-54b1461a0?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BalQEzlIJS9ecCht65lHlnA%3D%3D,,,
NA,MG,FREDERICK,H.,"""RICK""",MARTIN,,6/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/rick-martin-89b3b620?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BCEbFeUnGRqaGcI3oRAhxfg%3D%3D,,,
NA,LTG,JERRY,P.,,MARTINEZ,,4/1/2019,Air Force,JP_Marti_86,,,0,0,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/jerry-martinez-55061a101?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BvMwXR9M7QQenyJOTCXR6Uw%3D%3D,,,
NA,MG,SUSAN,K.,,MASHIKO,,7/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/sue-mashiko-02a4b313?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BWLGe9FL6TzuEAceeRgne8A%3D%3D,,,
NA,LTG,WENDY,,,MASIELLO,,7/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/wendy-masiello-877a584?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BUgNGk1uqRhSdIfM7ilko%2Bg%3D%3D,,,
NA,MG,THOMAS,J.,,MASIELLO,,7/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/thomas-j-masiello-a3802390?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BIkVfF7hpSNmfcKnTnIn0Kw%3D%3D,,,
NA,MG,EARL,D.,,MATTHEWS,,11/1/2014,Air Force,GenEarlMatthews,3229120771,Retired Major General turned executive defending global networks. Chief Strategy Officer for @VerodinInc,0,0,0,0,0,0,0,comm,,,,https://www.linkedin.com/in/earlmatthews?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B%2Big95lqvQMiYyp%2BegqaRlQ%3D%3D,,,
NA,MG,MARK,T.,,MATTHEWS,,1/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mark-matthews-usafa77?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BZgEhnTbZQWaT0KaxMsNmHQ%3D%3D,,,
NA,MG,RICK,B.,,MATTSON,,10/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/rick-mattson-b91809146?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BVPiL8rwYT0ChsjK9Yzfa%2BQ%3D%3D,,,
NA,MG,MARTIN,,,MAZICK,,12/24/2010,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,MURIEL,R.,,MCCARTHY,,5/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/murielrmccarthy?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B4Z8pwIjBQ2Ohv%2B6vTKY9cg%3D%3D,,,
NA,MG,WILLIAM,N.,,MCCASLAND,,10/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,K.C.,,,MCCLAIN,,11/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/maj-gen-kc-mcclain-0b772545?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B%2F3U00%2F3zRSqn2n4GeyYlfw%3D%3D,,,
NA,BG,JAMES,E.,,MCCLAIN,,11/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jim-mcclain-7804a132?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B6NsFzReuSZ6YWqlfmjHtwQ%3D%3D,,,
NA,BG,BRUCE,H.,,MCCLINTOCK,,1/1/2017,Air Force,BHMcClintock,3248134943,"Space Enterprise Initiative Lead @RANDCorporation. Chief Exploration Officer @HikeforLife_co Husband, father, servant, climber. Opinions mine and RTs not Es.",0,0,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/bruce-mcclintock-zenith1?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Ba9YA8%2FhURQCAkWZ%2F1h1oxA%3D%3D,,,
NA,MG,GARY,T.,,MCCOY,,10/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/gary-t-mccoy-9652a036?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BaAyvytjoT7%2BaXwNqYcAmSg%3D%3D,,,
NA,BG,JEFFREY,R.,,MCDANIELS,,11/1/2015,Air Force,AimHigh43,,,0,0,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/jeffmcdaniels?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BH56rcx1DQv%2BkDUqY29H1eg%3D%3D,,,
NA,GEN,DARREN,W.,,MCDEW,,10/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/darren-mcdew-42362988?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BETkmr%2BXzTL6Xr5Mhlh1mXg%3D%3D,,,
NA,LTG,MAURICE,L.,"""LEE""",MCFANN,,2/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,PAUL,H.,,MCGILLICUDDY,,5/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/paulhmcgillicuddy?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BZ%2BwtpTcRQeeE9bGpXj9Www%3D%3D,,,
NA,BG,UDO,K.,"""KARL""",MCGREGOR,,9/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,KELLY,K.,,MCKEAGUE,,1/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/kellymckeague?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B35IcENWxRDqimU5qmgUe9g%3D%3D,,,
NA,GEN,CRAIG,R.,,MCKINLEY,,11/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/craig-mckinley-17a55baa?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B6b5n7VhoRYKSMs9RWBCYDg%3D%3D,,,
NA,BG,MARK,,,MCLEOD,,11/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,ROBERT,H.,,MCMAHON,,9/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/bob-mcmahon-5346bb56?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B1Zeqv%2FX4RnS9UCAVaHuDaA%3D%3D,,,
NA,BG,JIMMY,E.,,MCMILLIAN,,10/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jimmy-mcmillian-a1713721?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BjzgLT7R5R%2B6MAxsONNCKnw%3D%3D,,,
NA,BG,BRETT,JAMES,,MCMULLEN,,7/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,JOHN,K.,,MCMULLEN,,9/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,ROBERT,D.,,MCMURRY,,11/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/robert-mcmurry-36648b200?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B5VtFxM1DQN28wa%2BQrH2eHQ%3D%3D,,,
NA,GEN,DUNCAN,J.,,MCNABB,,12/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/duncan-j-mcnabb-0b319259?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BANOxSohQRaKYM2BLsiCGew%3D%3D,,,
NA,BG,LINDA,R.,,MEDLER,,4/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/linda-medler-a4a34030?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BMgqC8SjCR3yMLMhcrB0Xbg%3D%3D,,,
NA,BG,MARTHA,A.,,MEEKER,,1/1/2015,Air Force,MeekerMartha,1.46E+18,,0,0,0,0,0,1,0,nav,,,,https://www.linkedin.com/in/martha-meeker-3191b743?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B7GOBxYdPTjy3bUeC4B7EYQ%3D%3D,,,
NA,MG,BRIAN,P.,,MEENAN,,1/15/2014,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,PATRICE,A.,,MELANCON,,2/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/patrice-melancon-pe-f-same-retired-3230b21?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BHGU5xutAT1Wy7pdUzjpwmA%3D%3D,,,
NA,BG,JAMES,L.,,MELIN,,4/3/2010,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/james-melin-b8b72860?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bw1f1AdEJSL2PkRT8%2BQmVMQ%3D%3D,,,
NA,MG,KENNETH,D.,,MERCHANT,,10/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/ken-merchant-5ba86137?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BgWw%2BD35RTnC9Bu7jSOX7mg%3D%3D,,,
NA,BG,JOHN,E.,,MICHEL,,1/1/2015,Air Force,JohnEMichel,,,0,0,0,0,0,0,0,pilot,Account suspended,JohnEMichel,y,https://www.linkedin.com/in/johnemichel?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BP8g7umPhRRKnEBfusjodqA%3D%3D,,,
NA,BG,RICHARD,O.,"""SKIP""",MIDDLETON,,1/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/skip-middleton-719a087?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BpTBO52GeSbuv92DTAO1uxA%3D%3D,,,
NA,GEN,MARYANNE,,,MILLER,,10/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,CHRISTOPHER,D.,,MILLER,,2/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/christopher-miller-21cds?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bwxg%2FU88YSaOYNRQVvTdk3g%3D%3D,,,
NA,MG,STEPHEN,J.,,MILLER,,2/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,PAMELA,,,MILLIGAN,,7/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,ROBERT,K.,,MILLMANN,,6/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/robert-bob-millmann-9889b434?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BJO%2FkMt8iTn2Um4woBd1YNw%3D%3D,,,
NA,BG,EDWARD,,"""MIKE""",MINAHAN,,10/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mike-minahan-ab3b0867?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bbmpo2Qi2THOQQWtaKObu0g%3D%3D,,,
NA,MG,HAROLD,L.,"""MITCH""",MITCHELL,,1/21/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/harold-mitchell-17aaab47?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BJp%2BWvdscQQiv3zXESi5viQ%3D%3D,,,
NA,LTG,MICHAEL,R.,,MOELLER,,10/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mike-moeller-b5306189?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BsZn%2B6o4SRiqSGMBB0pBMTA%3D%3D,,,
NA,MG,MATTHEW,H.,,MOLLOY,,8/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/matt-molloy-?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BaSysr6wpSrCGoagUzkOEWg%3D%3D,,,
NA,BG,WAYNE,R.,,MONTEITH,,12/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/waynemonteith?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BXF1%2BGG5%2BQtKTJqYeRQpa6g%3D%3D,,,
NA,LTG,C.D.,,,MOORE II,,12/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/cd-moore?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BSkb2Pb2cQ4ajOW2AoCw4OQ%3D%3D,,,
NA,BG,KENNETH,J.,,MORAN,,11/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/kenneth-moran-brig-gen-usaf-ret-22b14871?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BaFBht8J3SDSmCB8yGcKvqg%3D%3D,,,
NA,BG,PATRICK,X.,,MORDENTE,,10/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/patrick-mordente-883bbb32?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3ByKxsXtMRQSGW8jBMdFIx9g%3D%3D,,,
NA,MG,HAROLD,W.,"""PUNCH""",MOULTON II,,1/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/punchmoulton?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B5qtxsbVSQrCNd2M0fF2Xyg%3D%3D,,,
1,BG,HANS,J.,,MUEH,,2/23/2015,Air Force,zmhhm66,65152869,"Air Force AD, Former Head of Chemistry, Former Vice Dean, three children, five grandchildren",0,0,0,0,0,0,0,intel/scientist,,,,https://www.linkedin.com/in/hans-mueh-3a06463a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B0sB2vFynTtWwqeynflvFQw%3D%3D,,,
1,BG,HANS,J.,,MUEH,,2/23/2015,Air Force,hsmueh,1616005022,"Go Pack, Broncos, and AFA Falcons...Germany, Fessenden, ND, Milwaukee..wife Sally, 3 kids, 5 grandkids..Chair AFA Chem...Vice Dean...AFA AD...golf, tennis, fish",0,0,0,0,0,0,0,intel/scientist,,,,https://www.linkedin.com/in/hans-mueh-3a06463a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B0sB2vFynTtWwqeynflvFQw%3D%3D,,,
NA,LTG,STEPHEN,P.,,MUELLER,,8/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/stephen-mueller-63590b35?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BCxfU6gDFSE2BfejYX6u7Fw%3D%3D,,,
NA,MG,ANDREW,,,MUELLER,,11/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/andy-mueller-02254516a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BTE%2BbHnF5ROSBtMK6f21xTA%3D%3D,,,
NA,BG,RICHARD,,,MURPHY,,10/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/richardmmurphy12?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BtjmaypFYT2GQwKpjLZldzg%3D%3D,,,
NA,MG,THOMAS,E.,,MURPHY,,6/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/thomas-murphy-air-force?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BCCi80%2FZETJqkamyxkUE46w%3D%3D,,,
NA,MG,SEAN,L.,,MURPHY,,7/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/sean-murphy-01348832?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B05QhgUwuRRa97R56pOZNJQ%3D%3D,,,
NA,BG,EDEN,J.,,MURRIE,,8/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/edenmurrie?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B4PnIl4KpSaSY59EraNS7Cg%3D%3D,,,
NA,BG,JAMES,J.,,MUSCATELL,,11/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jim-muscatell-0a62955b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BvuSDvTzwRXSuk90suCr8Wg%3D%3D,,,
NA,MG,BRIAN,G.,,NEAL,,1/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/brian-neal-59747615?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bvy0Nup3JSROOQzTFtiXFew%3D%3D,,,
NA,BG,PAUL,D.,,NELSON,,9/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/paul-nelson-1a087b46?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bta5WbWL%2BS8KSBoQgfISknQ%3D%3D,,,
NA,MG,KURT,F.,,NEUBAUER,,9/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,RICHARD,Y.,,NEWTON III,,6/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/lt-general-usaf-ret-richard-newton-b1737631?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bc79QTDlcQsS8B4qoKiym7Q%3D%3D,,,
NA,MG,JON,A.,,NORMAN,,10/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jon-norman-b3794766?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bz8rRJQPMTfGr1P3tfp482w%3D%3D,,,
NA,GEN,GARY,L.,,NORTH,,10/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,ROBERT,G.,,NOVOTNY,,11/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/rgnovotny?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BE3hIX68kS4KtUZektVOhPQ%3D%3D,,,
NA,LTG,MARK,C.,,NOWLAND,,10/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,DAVID,B.,,O'BRIEN,,3/29/2019,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/drdavidobrien/,,,
NA,MG,CRAIG,S.,,OLSON,,7/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/craig-olson-80070638?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B0E6GGu28QBaVMpQRDU2cyg%3D%3D,Religion scandal day of prayer,,
NA,BG,DANIEL,J.,,ORCUTT,,11/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/dan-orcutt-574139147?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BVfdWdqurRh%2B9uj%2FvwS3irQ%3D%3D,,,
NA,GEN,TERRENCE,J.,,O'SHAUGHNESSY,,10/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/terrence-o-shaughnessy-8248251a7?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BXbv0tTOpTriDZq6orCmujw%3D%3D,,,
NA,LTG,ROBERT,P.,"""BOB""",OTTO,,12/31/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/bob-otto-10a78399?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bye2NbFRdRZiaLkPq%2B%2BarJg%3D%3D,,,
NA,LTG,THOMAS,J.,,OWEN,,9/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/thomas-tom-owen-965b8163?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BZHAeQn82RduHlCpSc039iw%3D%3D,,,
NA,LTG,DOUGLAS,H.,,OWENS,,10/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/douglas-owens-04124666?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BUvgurhUtSi%2B6K7hMJE%2FR1Q%3D%3D,,,
NA,MG,FRANK,J.,,PADILLA,,12/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/frank-padilla-0a132141?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bgg4dVRkETNei%2FKwd7TqC1g%3D%3D,,,
NA,BG,BOBBY,V.,,PAGE,,1/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/bobbyvpage?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BjdYAdz3fQzyxEGCfb8a1vA%3D%3D,,,
NA,MG,LEONARD,A.,,PATRICK,,9/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/leonard-patrick-73b1452a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BGjXsYOrwQiaSRjk2WSVqZA%3D%3D,,,
NA,GEN,ELLEN,,,PAWLIKOWSKI,,9/1/2019,Air Force,PlumberEllen,43523998,,0,0,0,0,1,1,0,scientist,,,,https://www.linkedin.com/in/ellen-pawlikowski?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BNWfpw7OxSLyKmf21b9Ncog%3D%3D,,,
NA,MG,LEE,E.,,PAYNE,,11/1/2020,Air Force,,,,0,0,0,0,0,,,,,LeePayneMD,Y,https://www.linkedin.com/in/leepaynemd?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B1cq9HtzuS7mw4tDMZBPZQg%3D%3D,,,
NA,LTG,ALLEN,G.,,PECK,,10/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/al-peck-a0041944?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BejdG%2FfdaQqGhrmTqXwglqw%3D%3D,,,
NA,MG,RICHARD,E.,,PERRAUT,,1/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/richardperraut?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B22M6aVVfT4qTTL7FI%2B4BTw%3D%3D,,,
